descripcion,horas
Data BBDD Desarrollo Baja Creación de un disparador que impida borrar usuarios con saldo pendiente,7
Data BBDD Desarrollo Baja Creación de un disparador que impida borrar productos con stock disponible,6
Data Documentación Baja Registro de la configuración de memoria máxima asignada a cada contenedor,4
Data Documentación Baja Registro de la configuración de CPU máxima asignada a cada servicio,3
Data Desarrollo Media Implementación de un sistema de monitorización que reinicie el contenedor si falla,14
Data Desarrollo Media Implementación de un sistema de monitorización que envíe un ping de salud cada minuto,12
Data BBDD Arreglo Media Reparación de un error en el que los caracteres especiales se guardaban como símbolos raros,8
Data BBDD Arreglo Media Reparación de un error en el que las fechas se guardaban con el año invertido,9
Data Investigación Media Búsqueda de alternativas ligeras a MySQL para entornos de desarrollo con poca RAM,7
Data Investigación Media Búsqueda de alternativas ligeras a Docker Desktop para ordenadores antiguos,10
Data Desarrollo Alta Configuración de un pipeline de integración continua que pase los tests de base de datos,26
Data Desarrollo Alta Configuración de un pipeline de integración continua que verifique la sintaxis de Docker,24
Data Refactorización Media Mejora del rendimiento de la base de datos eliminando tablas temporales que no se usan,9
Data Refactorización Media Mejora del rendimiento de la base de datos ajustando el tamaño del buffer de memoria,10
Data Arreglo Baja Corrección de un problema de red que impedía que el frontend viera al backend en Docker,5
Data Arreglo Baja Corrección de un problema de red que impedía que el backend viera a la base de datos en Docker,4
Data BBDD Desarrollo Media Creación de un reporte SQL que agrupe los errores por tipo y frecuencia,11
Data BBDD Desarrollo Media Creación de un reporte SQL que agrupe las peticiones por hora del día,10
Data Documentación Media Elaboración de una guía sobre cómo escalar el número de contenedores en caso de tráfico,12
Data Documentación Media Elaboración de una guía sobre cómo añadir nuevos nodos a la base de datos,10
Data Desarrollo Alta Implementación de un sistema de logs que rote los archivos cada vez que alcanzan 10MB,18
Data Desarrollo Alta Implementación de un sistema de logs que comprima los archivos antiguos en formato ZIP,20
Data Arreglo Media Solución de problemas al intentar usar volúmenes de Docker en redes compartidas,12
Data Arreglo Media Solución de problemas al intentar usar volúmenes de Docker en discos externos,14
Data BBDD Refactorización Baja Cambio de los nombres de las claves primarias para que todas sigan el patrón id_tabla,5
Data BBDD Refactorización Baja Cambio de los nombres de las claves foráneas para que incluyan el nombre de la tabla origen,6
Data Desarrollo Baja Configuración de un comando de Git que limpie automáticamente las ramas ya fusionadas,4
Data Desarrollo Baja Configuración de un comando de Docker que borre todos los contenedores parados,3
Data Documentación Alta Manual técnico sobre la seguridad de los datos y el cumplimiento de la RGPD,15
Data Documentación Alta Manual técnico sobre la encriptación de las comunicaciones en la infraestructura,14
Data BBDD Arreglo Media Reparación de un fallo en el que las consultas de búsqueda ignoraban las tildes,8
Data BBDD Arreglo Media Reparación de un fallo en el que las consultas de búsqueda fallaban con la letra Ñ,9
Data Investigación Media Estudio sobre el impacto de usar imágenes Docker basadas en Alpine frente a Ubuntu,8
Data Investigación Media Estudio sobre el impacto de usar bases de datos NoSQL para el almacenamiento de logs,10
Data Desarrollo Alta Implementación de un sistema que guarde una captura de la BD antes de cada actualización,22
Data Desarrollo Alta Implementación de un sistema que guarde una captura de la BD antes de borrar datos masivos,20
Data Refactorización Media Optimización del Dockerfile para reducir el tiempo de instalación de dependencias,9
Data Refactorización Media Optimización del Dockerfile para usar variables de entorno en lugar de valores fijos,8
Data Arreglo Baja Corrección de un error de conexión entre Docker y la base de datos por el uso de localhost,5
Data Arreglo Baja Corrección de un error de conexión entre Docker y la base de datos por el uso de la IP local,4
Data BBDD Desarrollo Media Creación de un sistema de etiquetas en SQL para clasificar los registros de error,10
Data BBDD Desarrollo Media Creación de un sistema de etiquetas en SQL para clasificar los registros de usuario,11
Data Documentación Baja Guía rápida para reiniciar el entorno de desarrollo en menos de dos minutos,4
Data Documentación Baja Guía rápida para añadir un nuevo microservicio al archivo Docker Compose,6
Data Desarrollo Alta Implementación de un script que verifique la versión del sistema operativo antes de instalar Docker,12
Data Desarrollo Alta Implementación de un script que verifique el espacio en disco antes de descargar imágenes Docker,10
Data Arreglo Media Reparación de fallos al intentar montar volúmenes en carpetas protegidas del sistema,9
Data Arreglo Media Reparación de fallos al intentar montar volúmenes en carpetas de red sin permisos,11
Data BBDD Refactorización Media Reorganización de los índices de la base de datos para priorizar las tablas más usadas,12
Data BBDD Refactorización Media Reorganización de los índices de la base de datos para eliminar los que son redundantes,10
Data Investigación Baja Búsqueda de recursos online para aprender sobre orquestación de contenedores,5
Data Investigación Baja Búsqueda de foros y comunidades para resolver dudas técnicas sobre Docker y SQL,4
Data Desarrollo Alta Configuración de un sistema de alertas en tiempo real sobre el estado de la infraestructura,28
Data Desarrollo Alta Configuración de un sistema de alertas en tiempo real sobre el consumo de recursos,25
Data Refactorización Baja Limpieza de archivos de configuración duplicados en las diferentes ramas de Git,6
Data Refactorización Baja Limpieza de archivos de log temporales que no se borraron automáticamente,5
Data BBDD Arreglo Baja Corrección de un error en el script de creación de tablas que fallaba en PostgreSQL,7
Data BBDD Arreglo Baja Corrección de un error en el script de creación de tablas que fallaba en MySQL,6
Data Documentación Media Informe de rendimiento final comparando el sistema con y sin el uso de Docker,15
Data Documentación Media Informe de rendimiento final comparando la base de datos con y sin índices,14
Data Desarrollo Baja Creación de un script para descargar todas las imágenes de Docker necesarias de una vez,6
Data Desarrollo Baja Creación de un script para borrar todas las imágenes de Docker que no se están usando,5
Data Arreglo Media Solución de errores al intentar usar el comando docker-compose up en terminales antiguas,7
Data Arreglo Media Solución de errores al intentar usar el comando docker-compose ps en terminales sin color,6
Data BBDD Desarrollo Alta Implementación de una lógica de particionado de tablas por año de registro,22
Data BBDD Desarrollo Alta Implementación de una lógica de particionado de tablas por región de usuario,20
Data Refactorización Media Mejora de la seguridad de la base de datos limitando los privilegios del usuario de la app,12
Data Refactorización Media Mejora de la seguridad de la base de datos forzando el uso de contraseñas seguras,10
Data Investigación Media Estudio de los flujos de trabajo con Git (GitFlow) para la gestión de ramas,8
Data Investigación Media Estudio de los flujos de trabajo con GitHub Flow para la gestión de ramas,7
Data Desarrollo Media Creación de una rama de pre-producción y configuración de reglas de protección,10
Data Desarrollo Media Creación de una rama de desarrollo y configuración de reglas de protección,9
Data Arreglo Baja Resolución de conflictos de fusión en el archivo de configuración del proyecto,5
Data Arreglo Baja Resolución de conflictos de fusión en el archivo de estilos globales,4
Data BBDD Desarrollo Alta Creación de un procedimiento almacenado para la generación de reportes anuales,15
Data BBDD Desarrollo Alta Creación de un procedimiento almacenado para la generación de reportes mensuales,14
Data BBDD Arreglo Media Corrección de una consulta SQL que devolvía duplicados por falta de un DISTINCT,6
Data BBDD Arreglo Media Corrección de una consulta SQL que devolvía datos erróneos por un JOIN mal hecho,8
Data Desarrollo Baja Configuración de un contenedor Docker para una base de datos de pruebas (H2),5
Data Desarrollo Baja Configuración de un contenedor Docker para una base de datos de pruebas (SQLite),4
Data Investigación Alta Investigación sobre el despliegue de contenedores usando Amazon Web Services (AWS),18
Data Investigación Alta Investigación sobre el despliegue de contenedores usando Google Cloud Platform (GCP),20
Data Arreglo Media Reparación de un error en el archivo Docker Compose que impedía el reinicio automático,7
Data Arreglo Media Reparación de un error en el archivo Docker Compose que bloqueaba el puerto 3306,8
Data BBDD Refactorización Media Optimización de la estructura de la tabla de usuarios para mejorar la velocidad,10
Data BBDD Refactorización Media Optimización de la estructura de la tabla de logs para ahorrar espacio,12
Data Documentación Baja Registro de los comandos necesarios para borrar imágenes huérfanas en Docker,3
Data Documentación Baja Registro de los comandos necesarios para limpiar volúmenes antiguos en Docker,4
Data Desarrollo Alta Implementación de un script Bash para monitorizar el uso de CPU del contenedor,14
Data Desarrollo Alta Implementación de un script Bash para monitorizar el uso de RAM del contenedor,15
Data BBDD Arreglo Baja Solución de un problema de longitud de campo en la tabla de descripciones,5
Data BBDD Arreglo Baja Solución de un problema de longitud de campo en la tabla de nombres de archivo,4
Data Investigación Media Aprendizaje sobre el uso de Git Rebase para mantener un historial limpio,9
Data Investigación Media Aprendizaje sobre el uso de Git Merge para integrar cambios de equipo,8
Data Desarrollo Media Configuración de una red tipo bridge en Docker para comunicar los microservicios,10
Data Desarrollo Media Configuración de una red tipo host en Docker para mejorar el rendimiento de red,11
Data BBDD Desarrollo Alta Creación de un disparador para actualizar la fecha de modificación automáticamente,12
Data BBDD Desarrollo Alta Creación de un disparador para actualizar el total de ventas automáticamente,14
Data Arreglo Media Resolución de errores al intentar mapear una carpeta local en un contenedor Linux,9
Data Arreglo Media Resolución de errores al intentar mapear una carpeta local en un contenedor Windows,10
Data Refactorización Baja Actualización de la imagen base de Python en el Dockerfile a la versión más reciente,5
Data Refactorización Baja Actualización de la imagen base de Java en el Dockerfile a la versión más reciente,6
Data Documentación Media Redacción de un manual sobre cómo recuperar la base de datos desde un backup,8
Data Documentación Media Redacción de un manual sobre cómo realizar un backup manual de la base de datos,7
Data Desarrollo Alta Implementación de un contenedor de Nginx como proxy inverso para el servidor API,22
Data Desarrollo Alta Implementación de un contenedor de Nginx como proxy inverso para el servidor Web,20
Data BBDD Arreglo Media Reparación de una restricción de clave foránea que impedía la carga de datos,10
Data BBDD Arreglo Media Reparación de una restricción de clave única que generaba errores en el registro,9
Data Investigación Media Búsqueda de herramientas para monitorizar contenedores Docker en tiempo real,7
Data Investigación Media Búsqueda de herramientas para visualizar el esquema de la base de datos,6
Data Arreglo Baja Corrección de un error de indentación en el archivo docker-compose.prod.yml,3
Data Arreglo Baja Corrección de un error de indentación en el archivo docker-compose.test.yml,2
Data BBDD Desarrollo Baja Creación de una vista para mostrar los usuarios que no han validado su email,8
Data BBDD Desarrollo Baja Creación de una vista para mostrar los productos que no tienen imagen asociada,7
Data Refactorización Media Reducción del número de capas en el Dockerfile para acelerar la construcción,12
Data Refactorización Media Reducción del tamaño de la imagen Docker eliminando archivos temporales,11
Data Desarrollo Alta Configuración de un entorno de staging que replique exactamente la producción,28
Data Desarrollo Alta Configuración de un entorno de desarrollo que incluya herramientas de depuración,25
Data BBDD Arreglo Alta Solución de una corrupción de índices en la tabla principal de movimientos,16
Data BBDD Arreglo Alta Solución de una corrupción de índices en la tabla principal de usuarios,18
Data Documentación Baja Creación de una tabla con los nombres de las imágenes y sus etiquetas (tags),4
Data Documentación Baja Creación de una tabla con las variables de entorno obligatorias y opcionales,5
Data Desarrollo Media Implementación de una tarea cron en el servidor para borrar archivos temporales,10
Data Desarrollo Media Implementación de una tarea cron en el servidor para rotar los archivos de log,12
Data Arreglo Media Reparación de un fallo que impedía que los contenedores se comunicaran por nombre,8
Data Arreglo Media Reparación de un fallo que impedía que la base de datos aceptara conexiones externas,10
Data BBDD Refactorización Baja Cambio del motor de la base de datos de MyISAM a InnoDB para transacciones,6
Data BBDD Refactorización Baja Cambio del motor de la base de datos de MariaDB a MySQL para compatibilidad,7
Data Investigación Baja Estudio de los límites de almacenamiento de los servicios gratuitos de bases de datos,5
Data Investigación Baja Estudio de los límites de transferencia de datos de los servicios de hosting,4
Data Desarrollo Alta Configuración de un sistema de despliegue automático al hacer push a la rama main,24
Data Desarrollo Alta Configuración de un sistema de despliegue automático al crear una nueva etiqueta (tag),22
Data Arreglo Media Resolución de problemas de zona horaria entre el contenedor y el sistema anfitrión,9
Data Arreglo Media Resolución de problemas de codificación UTF-8 entre la API y la base de datos,10
Data BBDD Desarrollo Media Creación de una consulta SQL compleja para el cálculo de comisiones de ventas,14
Data BBDD Desarrollo Media Creación de una consulta SQL compleja para el cálculo de impuestos trimestrales,16
Data Refactorización Baja Mejora del archivo .gitignore para incluir carpetas de configuración de IDEs,3
Data Refactorización Baja Mejora del archivo .dockerignore para excluir la carpeta node_modules,4
Data Documentación Alta Elaboración de un plan de recuperación ante desastres para la infraestructura,15
Data Documentación Alta Elaboración de un plan de mantenimiento preventivo para los servidores,12
Data Desarrollo Media Implementación de un script para comprobar el estado de los servicios cada hora,9
Data Desarrollo Media Implementación de un script para comprobar el espacio libre en disco cada hora,8
Data BBDD Arreglo Baja Corrección de un valor nulo que provocaba errores en los reportes de ventas,5
Data BBDD Arreglo Baja Corrección de un valor nulo que provocaba errores en los perfiles de usuario,6
Data Investigación Media Investigación sobre el uso de volúmenes compartidos entre varios contenedores,10
Data Investigación Media Investigación sobre el uso de redes aisladas para bases de datos sensibles,12
Data Arreglo Alta Solución de un fallo crítico que impedía el acceso a la base de datos por red lenta,15
Data Arreglo Alta Solución de un fallo crítico que cerraba el contenedor por falta de recursos de CPU,18
Data BBDD Desarrollo Alta Diseño de una estructura de base de datos para un sistema de mensajería,25
Data BBDD Desarrollo Alta Diseño de una estructura de base de datos para un sistema de valoraciones,22
Data Refactorización Media Reestructuración del archivo Docker Compose para usar archivos de configuración externos,12
Data Refactorización Media Reestructuración de la base de datos para separar los datos históricos de los actuales,14
Data Desarrollo Baja Configuración de un alias de Git para ver el historial de forma gráfica en consola,3
Data Desarrollo Baja Configuración de un alias de Docker para ver el consumo de recursos rápidamente,4
Data Documentación Media Redacción de una comparativa entre Docker y Kubernetes para la memoria final,10
Data Documentación Media Redacción de una comparativa entre SQL y NoSQL para el caso de uso del proyecto,9
Data BBDD Arreglo Media Reparación de una consulta lenta añadiendo un índice en el campo de fecha,8
Data BBDD Arreglo Media Reparación de una consulta lenta añadiendo un índice en el campo de estado,7
Data Investigación Baja Búsqueda de un servicio de hosting que ofrezca bases de datos SQL gratuitas,5
Data Investigación Baja Búsqueda de un servicio de hosting que permita desplegar contenedores Docker,6
Data Desarrollo Alta Implementación de un sistema de logs que envíe alertas por correo en caso de error,22
Data Desarrollo Alta Implementación de un sistema de logs que guarde los errores críticos en una tabla de BD,20
Data Investigación Baja Búsqueda de documentación sobre cómo actualizar la versión de Docker Desktop sin perder contenedores,4
Data Arreglo Media Solución de un error de sincronización entre el reloj del contenedor y el del sistema anfitrión,6
Data BBDD Desarrollo Media Creación de una consulta SQL para identificar y eliminar usuarios con correos duplicados,9
Data BBDD Desarrollo Media Creación de una consulta SQL para identificar y eliminar productos con referencias duplicadas,8
Data Refactorización Baja Limpieza de variables de entorno obsoletas en el archivo de configuración global,3
Mobile Investigación Baja Instalación de Android Studio y configuración del SDK para la versión de Android 13,8
Mobile Investigación Baja Instalación de Android Studio y configuración del SDK para la versión de Android 14,9
Mobile Desarrollo Baja Creación de un proyecto base en Kotlin con una Activity vacía (Empty Views Activity),5
Mobile Desarrollo Baja Creación de un proyecto base en Java con una Activity vacía (Empty Views Activity),6
Mobile Investigación Media Estudio del ciclo de vida de una Activity (onCreate onStart onResume),7
Mobile Desarrollo Media Diseño de un Layout XML simple con campos de texto y un botón de login,10
Mobile Desarrollo Media Diseño de un Layout XML simple con campos de texto y un botón de registro,11
Mobile Arreglo Baja Corrección de un error de compilación por una ID duplicada en el archivo XML de la vista,3
Mobile Arreglo Baja Corrección de un error de compilación por falta de un cierre de etiqueta en el XML,2
Mobile Desarrollo Alta Implementación de la lógica de navegación entre la pantalla de inicio y el perfil,15
Mobile Desarrollo Alta Implementación de la lógica de navegación entre la pantalla de inicio y los ajustes,14
Mobile Investigación Media Aprendizaje sobre el uso de ViewBinding para acceder a los elementos de la vista,8
Mobile Refactorización Media Sustitución de findViewById por el uso de ViewBinding en la Activity principal,10
Mobile Arreglo Media Solución de un error de cierre inesperado (Crash) al pulsar un botón sin listener,6
Mobile Arreglo Media Solución de un error de cierre inesperado (Crash) al intentar acceder a un objeto nulo,7
Mobile Desarrollo Media Creación de un componente de lista simple usando un ListView para mostrar nombres,12
Mobile Desarrollo Media Creación de un componente de lista simple usando un ListView para mostrar categorías,13
Mobile Investigación Baja Configuración de un emulador (AVD) para probar la app en diferentes tamaños de pantalla,5
Mobile Investigación Baja Configuración de un dispositivo físico mediante USB para depurar la aplicación,4
Testing Investigación Media Lectura sobre los fundamentos de las pruebas unitarias y el uso de JUnit,6
Testing Desarrollo Media Creación de la primera prueba unitaria para validar una función de suma simple,5
Testing Desarrollo Media Creación de la primera prueba unitaria para validar una función de resta simple,4
Testing Arreglo Baja Corrección de un test que fallaba por no haber inicializado la clase necesaria,3
Mobile Desarrollo Alta Implementación de una petición simple a una API externa usando la librería Retrofit,22
Mobile Desarrollo Alta Implementación de una petición simple a una API externa usando la librería Volley,20
Mobile Investigación Media Búsqueda de información sobre cómo manejar permisos de cámara en Android,9
Mobile Desarrollo Media Creación de un cuadro de diálogo (AlertDialog) para confirmar el borrado de datos,7
Mobile Desarrollo Media Creación de un cuadro de diálogo (AlertDialog) para confirmar el cierre de sesión,6
Mobile Arreglo Media Reparación de un error donde la app se reiniciaba al girar la pantalla del móvil,10
Mobile Arreglo Media Reparación de un error donde los datos del formulario se perdían al girar el móvil,12
Mobile Refactorización Baja Cambio de los textos fijos en el código por referencias al archivo strings.xml,5
Mobile Refactorización Baja Cambio de los colores fijos en el código por referencias al archivo colors.xml,4
Mobile Desarrollo Alta Diseño de una interfaz personalizada usando ConstraintLayout para mejorar el diseño,18
Mobile Desarrollo Alta Diseño de una interfaz personalizada usando LinearLayout para mejorar el diseño,15
Testing Investigación Media Estudio de cómo usar la librería Mockito para simular datos en las pruebas,10
Testing Desarrollo Alta Creación de una prueba unitaria que simule la respuesta de una base de datos,14
Testing Desarrollo Alta Creación de una prueba unitaria que simule la respuesta de una API externa,16
Mobile Arreglo Baja Corrección del tamaño de los iconos que se veían pixelados en el menú lateral,4
Mobile Arreglo Baja Corrección del margen de los botones que se solapaban en pantallas pequeñas,5
Mobile Desarrollo Media Implementación de un Toast para mostrar mensajes de éxito al usuario,3
Mobile Desarrollo Media Implementación de una SnackBar para mostrar mensajes de advertencia al usuario,4
Mobile Investigación Alta Investigación sobre cómo guardar datos simples usando SharedPreferences,10
Mobile Desarrollo Alta Creación de una pantalla de ajustes que guarde el nombre del usuario localmente,14
Mobile Desarrollo Alta Creación de una pantalla de ajustes que guarde el idioma elegido localmente,12
Mobile Arreglo Media Solución de errores de red (NetworkOnMainThreadException) al llamar a la API,9
Mobile Arreglo Media Solución de errores de permisos al intentar acceder a internet desde la app,7
Mobile Refactorización Media Organización de las clases en paquetes según su funcionalidad (ui data model),8
Testing Desarrollo Media Creación de un test para verificar que el email introducido tiene un formato válido,6
Testing Desarrollo Media Creación de un test para verificar que la contraseña introducida es segura,7
Mobile Desarrollo Baja Inserción de una imagen en la pantalla de bienvenida usando un ImageView,4
Mobile Desarrollo Baja Inserción de un logotipo en la barra superior usando la propiedad Action Bar,5
Mobile Investigación Media Aprendizaje sobre el uso de Intent para pasar datos entre pantallas,8
Mobile Desarrollo Media Implementación de un Intent para enviar el nombre del usuario a la segunda pantalla,9
Mobile Desarrollo Media Implementación de un Intent para enviar el ID del producto a la pantalla de detalle,10
Mobile Arreglo Baja Corrección de un error visual donde el texto se cortaba en pantallas estrechas,4
Mobile Arreglo Baja Corrección de un error visual donde el botón no cambiaba de color al ser pulsado,3
Testing Investigación Alta Estudio de las pruebas de interfaz de usuario con la herramienta Espresso,12
Testing Desarrollo Alta Creación de un test de interfaz que escriba en el login y pulse el botón,18
Testing Desarrollo Alta Creación de un test de interfaz que verifique que aparece un mensaje de error,15
Mobile Refactorización Media Mejora de la legibilidad de los archivos XML añadiendo comentarios informativos,5
Mobile Refactorización Media Mejora de la legibilidad del código Kotlin usando funciones de extensión,8
Mobile Desarrollo Alta Creación de un RecyclerView para mostrar una lista de productos con imagen y texto,25
Mobile Desarrollo Alta Creación de un RecyclerView para mostrar una lista de contactos con imagen y texto,22
Mobile Investigación Baja Búsqueda de librerías para cargar imágenes desde una URL (Glide o Picasso),6
Mobile Desarrollo Media Implementación de la carga de imágenes en la lista usando la librería Glide,10
Mobile Desarrollo Media Implementación de la carga de imágenes en la lista usando la librería Picasso,9
Mobile Arreglo Media Solución de problemas de memoria al cargar muchas imágenes de alta resolución,14
Mobile Arreglo Media Solución de problemas de lentitud al hacer scroll en una lista muy larga,12
Testing Arreglo Media Corrección de una prueba que daba un falso positivo por una aserción mal escrita,6
Testing Arreglo Media Corrección de una prueba que fallaba aleatoriamente por problemas de tiempo,8
Mobile Desarrollo Baja Configuración de un icono personalizado para la aplicación (Launcher Icon),4
Mobile Desarrollo Baja Configuración de un color de fondo diferente para el modo noche de la app,6
Mobile Investigación Media Estudio de los componentes de Material Design para mejorar la estética,9
Mobile Desarrollo Media Aplicación de un botón flotante (Floating Action Button) para añadir elementos,7
Mobile Desarrollo Media Aplicación de una barra de navegación inferior (Bottom Navigation) con 3 iconos,12
Mobile Arreglo Baja Corrección de la posición del teclado que tapaba el campo de entrada de texto,8
Mobile Arreglo Baja Corrección de la visibilidad de los botones en dispositivos con "Notch" o ceja,6
Mobile Refactorización Alta Migración de la lógica de negocio desde la Activity a una clase ViewModel,20
Mobile Refactorización Alta Migración de la lógica de negocio desde la Activity a una clase Presenter,18
Testing Documentación Baja Redacción de una lista de casos de prueba manuales para la pantalla de login,5
Testing Documentación Baja Redacción de una lista de casos de prueba manuales para el carrito de compra,6
Mobile Desarrollo Alta Implementación de un sistema de filtrado en tiempo real dentro de un RecyclerView,18
Mobile Desarrollo Alta Implementación de un sistema de ordenación (A-Z) dentro de un RecyclerView,15
Mobile Investigación Media Búsqueda de iconos gratuitos y vectoriales para la interfaz de la app,4
Mobile Desarrollo Media Creación de una pantalla de "Acerca de" con enlaces a redes sociales,6
Mobile Desarrollo Media Creación de una pantalla de "Ayuda" con preguntas frecuentes expandibles,8
Mobile Arreglo Media Solución de un bug donde la app se cerraba al intentar abrir la cámara sin permiso,9
Mobile Arreglo Media Solución de un bug donde la app no mostraba la imagen seleccionada de la galería,10
Testing Desarrollo Media Creación de una prueba unitaria para validar el cálculo del precio con IVA,7
Testing Desarrollo Media Creación de una prueba unitaria para validar el cálculo de los gastos de envío,6
Mobile Refactorización Baja Eliminación de recursos de imagen que no se usan para reducir el tamaño del APK,5
Mobile Refactorización Baja Eliminación de dependencias obsoletas en el archivo build.gradle,4
Mobile Desarrollo Alta Configuración de una base de datos local usando la librería Room,28
Mobile Desarrollo Alta Configuración de una base de datos local usando la librería SQLiteOpenHelper,22
Mobile Investigación Alta Estudio de cómo integrar mapas de Google Maps dentro de un Fragment,15
Mobile Desarrollo Media Creación de un Fragment para mostrar la ubicación de la tienda física,12
Mobile Desarrollo Media Creación de un Fragment para mostrar el formulario de contacto técnico,10
Mobile Arreglo Baja Corrección de un error en el que el botón de "Atrás" cerraba la app en lugar de volver,6
Mobile Arreglo Baja Corrección de un error en el que el título de la pantalla no se actualizaba al navegar,3
Testing Documentación Media Informe de los errores detectados durante las pruebas beta de la aplicación,10
Mobile Desarrollo Media Implementación de una barra de carga (ProgressBar) mientras se obtienen datos de la API,8
Mobile Desarrollo Media Implementación de un círculo de carga (ProgressDialog) mientras se envían datos al servidor,7
Mobile Arreglo Media Solución de errores de visualización de imágenes cuando la URL es inválida,6
Mobile Arreglo Media Solución de errores de visualización de imágenes cuando no hay conexión a internet,5
Mobile Desarrollo Alta Configuración de un servicio de notificaciones locales para avisar de tareas pendientes,18
Mobile Desarrollo Alta Configuración de un servicio de notificaciones locales para avisar de mensajes nuevos,20
Mobile Investigación Media Estudio sobre cómo utilizar el sensor de acelerómetro para detectar movimiento,9
Mobile Investigación Media Estudio sobre cómo utilizar el sensor de proximidad para apagar la pantalla,8
Mobile Desarrollo Media Creación de un botón que vibre al realizar una acción importante,4
Mobile Desarrollo Media Creación de un botón que emita un sonido corto al ser pulsado,5
Mobile Arreglo Baja Corrección del color de los iconos de la barra de estado para que sean legibles,3
Mobile Arreglo Baja Corrección del color de la barra de navegación para que combine con el tema,2
Mobile Desarrollo Alta Implementación de un buscador que filtre la lista de elementos según se escribe,15
Mobile Desarrollo Alta Implementación de un buscador que resalte las coincidencias en la lista de resultados,16
Mobile Investigación Alta Aprendizaje sobre el uso de corrutinas en Kotlin para tareas en segundo plano,12
Mobile Investigación Alta Aprendizaje sobre el uso de hilos (Threads) en Java para tareas en segundo plano,10
Testing Desarrollo Media Creación de un test unitario para validar el formato de una fecha en la app,7
Testing Desarrollo Media Creación de un test unitario para validar el formato de un número de teléfono,6
Testing Arreglo Media Reparación de un test que fallaba al ejecutarlo en dispositivos con idioma inglés,5
Testing Arreglo Media Reparación de un test que fallaba por la diferencia de zona horaria del sistema,6
Mobile Desarrollo Media Implementación de un sistema de "tirar para refrescar" (SwipeRefreshLayout) en la lista,12
Mobile Desarrollo Media Implementación de un sistema de scroll infinito para cargar más datos automáticamente,14
Mobile Arreglo Media Solución de un error donde la app consumía demasiada batería en segundo plano,15
Mobile Arreglo Media Solución de un error donde la app mantenía el GPS encendido innecesariamente,12
Mobile Refactorización Baja Limpieza de recursos de audio que ya no se utilizan en el proyecto,4
Mobile Refactorización Baja Limpieza de traducciones obsoletas en el archivo de strings internacional,5
Mobile Desarrollo Alta Integración de un mapa interactivo que muestre la posición actual del usuario,22
Mobile Desarrollo Alta Integración de un mapa interactivo que permita marcar puntos de interés,24
Mobile Investigación Media Búsqueda de librerías para generar códigos QR dentro de la aplicación,8
Mobile Desarrollo Media Implementación de un generador de códigos QR para compartir el perfil de usuario,10
Mobile Desarrollo Media Implementación de un lector de códigos QR usando la cámara del dispositivo,15
Mobile Arreglo Media Reparación de un bug donde la cámara se veía estirada en ciertos modelos de móvil,9
Mobile Arreglo Media Reparación de un bug donde la cámara no enfocaba correctamente en distancias cortas,10
Testing Investigación Media Lectura sobre cómo realizar pruebas de estrés (Load Testing) en la app móvil,8
Testing Desarrollo Alta Realización de una prueba de carga simulando 1000 peticiones rápidas a la API,12
Testing Desarrollo Alta Realización de una prueba de carga simulando el uso intensivo de la memoria RAM,14
Mobile Arreglo Baja Corrección de un desfase visual en las tarjetas de la lista (CardView),4
Mobile Arreglo Baja Corrección de la elevación de las sombras en los botones de la interfaz,3
Mobile Desarrollo Media Implementación de una pantalla de introducción con un carrusel de imágenes (Onboarding),14
Mobile Desarrollo Media Implementación de una pantalla de introducción con vídeos cortos explicativos,18
Mobile Investigación Alta Estudio sobre la arquitectura MVVM (Model-View-ViewModel) en Android,15
Mobile Refactorización Alta Migración de la lógica de la pantalla de perfil al patrón MVVM,20
Mobile Refactorización Alta Migración de la lógica de la pantalla de carrito al patrón MVVM,22
Mobile Desarrollo Baja Añadir un interruptor (Switch) para activar o desactivar el modo oscuro,6
Mobile Desarrollo Baja Añadir un interruptor (Switch) para activar o desactivar las notificaciones,5
Testing Documentación Media Redacción de un informe sobre los fallos encontrados en la interfaz (UI Bugs),8
Testing Documentación Media Redacción de un informe sobre el rendimiento de la app en móviles antiguos,10
Mobile Desarrollo Alta Implementación de un sistema de login con Google usando Firebase Auth,25
Mobile Desarrollo Alta Implementación de un sistema de login con Facebook usando Firebase Auth,28
Mobile Arreglo Media Solución de problemas al intentar subir imágenes pesadas desde la galería,12
Mobile Arreglo Media Solución de problemas al intentar recortar imágenes antes de subirlas,10
Mobile Refactorización Media Unificación de los estilos de los cuadros de texto (EditText) en toda la app,7
Mobile Refactorización Media Unificación de los estilos de los botones (Button) en toda la app,8
Testing Desarrollo Media Creación de un test para verificar que el usuario no puede entrar sin contraseña,5
Testing Desarrollo Media Creación de un test para verificar que el usuario no puede entrar con email inválido,6
Mobile Desarrollo Baja Personalización de la fuente de texto usando una fuente externa de Google Fonts,5
Mobile Desarrollo Baja Personalización del grosor de las líneas en los gráficos de la aplicación,4
Mobile Investigación Media Búsqueda de métodos para reducir el tamaño final del archivo APK,7
Mobile Desarrollo Media Configuración de ProGuard para proteger el código y reducir el tamaño de la app,12
Mobile Desarrollo Media Configuración de R8 para optimizar el código fuente antes de la publicación,10
Mobile Arreglo Baja Corrección de un error donde el teclado no se ocultaba tras pulsar "Enviar",5
Mobile Arreglo Baja Corrección de un error donde el foco del texto saltaba al campo incorrecto,4
Testing Investigación Alta Aprendizaje sobre las pruebas de regresión para asegurar que lo nuevo no rompe lo viejo,10
